opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00002901,2901,ACC000142,Commande 2901,Proposition,32596.76,45.3,2023-03-11,2022-06-04,Demarchage,Client Existant - Renouvellement,
OPP00002902,2902,ACC000366,Commande 2902,Negociation,97576.0,12.7,2023-03-25,2022-07-08,Salon du Livre,Client Existant - Renouvellement,90
OPP00002903,2903,ACC000855,Commande 2903,Closed Won,91359.16,100.0,2024-11-09,2024-07-11,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00002904,2904,ACC000839,Commande 2904,Negociation,43623.55,76.6,2025-01-11,2024-02-05,Recommandation,Client Existant - Reduction,
OPP00002905,2905,ACC000122,Commande 2905,Closed Won,22318.59,100.0,2024-08-16,2024-05-17,Reseaux Sociaux,Client Existant - Extension,
OPP00002906,2906,ACC000946,Commande 2906,Closed Won,51043.77,100.0,2023-05-31,2023-04-24,Salon du Livre,Client Existant - Reduction,
OPP00002907,2907,ACC000425,Commande 2907,Closed Won,19947.26,100.0,2022-11-10,2022-08-11,Salon du Livre,Client Existant - Renouvellement,
OPP00002908,2908,ACC000043,Commande 2908,Qualification,56918.85,68.1,2022-12-31,2022-10-12,Recommandation,Nouveau Client,47
OPP00002909,2909,ACC000659,Commande 2909,Qualification,13049.24,54.7,2024-06-30,2024-01-02,Reseaux Sociaux,Client Existant - Renouvellement,85
OPP00002910,2910,ACC000382,Commande 2910,Closed Won,62638.83,100.0,2022-08-20,2022-05-14,Site Web,Client Existant - Renouvellement,17
OPP00002911,2911,ACC000135,Commande 2911,Negociation,22055.16,22.0,2023-05-21,2022-07-22,Partenaire,Client Existant - Extension,9
OPP00002912,2912,ACC000638,Commande 2912,Qualification,66288.64,42.2,2023-10-06,2023-01-10,Reseaux Sociaux,Client Existant - Extension,99
OPP00002913,2913,ACC000147,Commande 2913,Qualification,26258.53,50.2,2023-02-02,2022-09-16,Site Web,Client Existant - Extension,60
OPP00002914,2914,ACC000584,Commande 2914,Closed Won,30386.53,100.0,2024-07-16,2023-10-22,Site Web,Client Existant - Reduction,33
OPP00002915,2915,ACC000580,Commande 2915,Negociation,41312.76,17.4,2022-06-18,2022-03-27,Recommandation,Client Existant - Renouvellement,
OPP00002916,2916,ACC000275,Commande 2916,Negociation,88196.16,46.7,2022-08-14,2022-04-12,Demarchage,Client Existant - Renouvellement,6
OPP00002917,2917,ACC000978,Commande 2917,Closed Won,36733.5,100.0,2024-04-10,2024-01-30,Reseaux Sociaux,Client Existant - Reduction,92
OPP00002918,2918,ACC000728,Commande 2918,Closed Won,57264.89,100.0,2023-01-10,2022-01-18,Email,Nouveau Client,60
OPP00002919,2919,ACC000484,Commande 2919,Proposition,72526.16,48.1,2025-04-09,2024-08-11,Site Web,Nouveau Client,57
OPP00002920,2920,ACC000674,Commande 2920,Proposition,9102.9,45.5,2024-01-21,2023-03-06,Reseaux Sociaux,Client Existant - Reduction,72
OPP00002921,2921,ACC000961,Commande 2921,Closed Won,80015.25,100.0,2024-07-08,2024-05-11,Email,Nouveau Client,
OPP00002922,2922,ACC000276,Commande 2922,Closed Won,30765.19,100.0,2021-11-16,2021-10-04,Demarchage,Client Existant - Extension,92
OPP00002923,2923,ACC000411,Commande 2923,Qualification,83125.47,26.7,2024-11-04,2024-03-17,Salon du Livre,Client Existant - Reduction,50
OPP00002924,2924,ACC000515,Commande 2924,Proposition,19810.94,15.6,2023-06-02,2023-03-20,Partenaire,Client Existant - Renouvellement,
OPP00002925,2925,ACC000956,Commande 2925,Closed Won,25086.18,100.0,2023-02-19,2022-03-06,Salon du Livre,Client Existant - Renouvellement,
OPP00002926,2926,ACC000818,Commande 2926,Analyse,33753.94,55.9,2022-11-18,2022-08-06,Demarchage,Client Existant - Reduction,
OPP00002927,2927,ACC000942,Commande 2927,Closed Won,41789.77,100.0,2022-08-17,2022-03-13,Demarchage,Client Existant - Renouvellement,38
OPP00002928,2928,ACC000346,Commande 2928,Negociation,3886.97,22.8,2025-01-13,2024-04-27,Demarchage,Client Existant - Reduction,
OPP00002929,2929,ACC000288,Commande 2929,Analyse,40619.37,11.3,2024-09-18,2024-06-11,Salon du Livre,Nouveau Client,16
OPP00002930,2930,ACC000361,Commande 2930,Closed Won,19339.26,100.0,2024-05-30,2023-08-05,Salon du Livre,Client Existant - Renouvellement,
OPP00002931,2931,ACC000716,Commande 2931,Closed Won,69262.71,100.0,2024-11-07,2024-08-03,Salon du Livre,Client Existant - Renouvellement,
OPP00002932,2932,ACC000296,Commande 2932,Negociation,73945.36,12.8,2022-02-11,2021-08-02,Email,Client Existant - Extension,
OPP00002933,2933,ACC000241,Commande 2933,Qualification,79898.01,60.3,2024-11-10,2024-07-11,Email,Client Existant - Extension,
OPP00002934,2934,ACC000678,Commande 2934,Qualification,10459.91,33.4,2024-10-15,2024-02-12,Demarchage,Nouveau Client,
OPP00002935,2935,ACC000098,Commande 2935,Closed Won,59599.22,100.0,2023-09-08,2022-11-21,Recommandation,Client Existant - Extension,
OPP00002936,2936,ACC000520,Commande 2936,Proposition,90446.14,51.4,2024-08-31,2023-11-08,Reseaux Sociaux,Client Existant - Extension,84
OPP00002937,2937,ACC000354,Commande 2937,Closed Won,39349.36,100.0,2022-09-20,2022-02-17,Site Web,Client Existant - Extension,7
OPP00002938,2938,ACC000637,Commande 2938,Closed Won,39935.93,100.0,2022-06-15,2022-02-20,Recommandation,Client Existant - Renouvellement,62
OPP00002939,2939,ACC000288,Commande 2939,Closed Won,10127.55,100.0,2021-11-06,2021-09-07,Reseaux Sociaux,Client Existant - Reduction,10
OPP00002940,2940,ACC000988,Commande 2940,Closed Won,66243.46,100.0,2025-04-15,2024-08-27,Salon du Livre,Nouveau Client,
OPP00002941,2941,ACC000447,Commande 2941,Qualification,66271.69,22.8,2024-04-26,2023-09-17,Partenaire,Nouveau Client,74
OPP00002942,2942,ACC000532,Commande 2942,Qualification,81160.91,26.2,2024-09-15,2023-09-21,Site Web,Client Existant - Renouvellement,80
OPP00002943,2943,ACC000561,Commande 2943,Analyse,69757.35,41.5,2023-01-29,2022-07-19,Site Web,Client Existant - Extension,41
OPP00002944,2944,ACC000831,Commande 2944,Analyse,82193.85,57.6,2022-09-13,2022-03-14,Recommandation,Nouveau Client,
OPP00002945,2945,ACC000774,Commande 2945,Qualification,48805.63,46.2,2023-06-02,2022-07-30,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00002946,2946,ACC000838,Commande 2946,Qualification,75183.42,67.7,2024-01-23,2023-08-05,Email,Client Existant - Renouvellement,
OPP00002947,2947,ACC000693,Commande 2947,Qualification,94959.41,15.6,2023-01-11,2022-12-05,Salon du Livre,Client Existant - Extension,
OPP00002948,2948,ACC000905,Commande 2948,Proposition,1107.76,37.8,2024-08-29,2024-01-15,Recommandation,Client Existant - Renouvellement,66
OPP00002949,2949,ACC000905,Commande 2949,Closed Won,35409.32,100.0,2023-03-02,2022-07-25,Recommandation,Client Existant - Renouvellement,
OPP00002950,2950,ACC000597,Commande 2950,Negociation,31297.4,50.2,2024-11-15,2024-09-07,Salon du Livre,Nouveau Client,38
OPP00002951,2951,ACC000971,Commande 2951,Closed Won,12066.4,100.0,2022-03-22,2022-01-21,Site Web,Nouveau Client,
OPP00002952,2952,ACC000662,Commande 2952,Proposition,33116.09,65.6,2022-12-03,2022-10-30,Salon du Livre,Client Existant - Renouvellement,48
OPP00002953,2953,ACC000309,Commande 2953,Qualification,56329.0,41.2,2021-08-15,2021-06-07,Reseaux Sociaux,Nouveau Client,6
OPP00002954,2954,ACC000550,Commande 2954,Proposition,86857.89,77.2,2024-04-23,2023-10-29,Salon du Livre,Nouveau Client,77
OPP00002955,2955,ACC000639,Commande 2955,Closed Won,78086.18,100.0,2024-03-06,2023-06-15,Email,Client Existant - Extension,72
OPP00002956,2956,ACC000720,Commande 2956,Proposition,54102.71,62.0,2023-02-12,2022-09-01,Email,Client Existant - Reduction,
OPP00002957,2957,ACC000610,Commande 2957,Closed Won,61474.6,100.0,2023-09-29,2023-04-27,Partenaire,Client Existant - Extension,9
OPP00002958,2958,ACC000744,Commande 2958,Proposition,69189.68,43.2,2022-12-11,2022-10-09,Site Web,Client Existant - Extension,60
OPP00002959,2959,ACC000797,Commande 2959,Qualification,10020.08,74.8,2025-06-04,2024-08-01,Email,Client Existant - Renouvellement,
OPP00002960,2960,ACC000536,Commande 2960,Negociation,99241.19,16.2,2023-07-04,2023-05-22,Demarchage,Client Existant - Renouvellement,
OPP00002961,2961,ACC000321,Commande 2961,Closed Won,19459.02,100.0,2023-05-11,2022-05-14,Partenaire,Nouveau Client,94
OPP00002962,2962,ACC000571,Commande 2962,Analyse,76066.84,30.7,2022-06-30,2021-07-14,Partenaire,Client Existant - Reduction,56
OPP00002963,2963,ACC000269,Commande 2963,Proposition,66144.26,65.6,2021-10-31,2021-07-25,Email,Client Existant - Extension,95
OPP00002964,2964,ACC000307,Commande 2964,Qualification,16256.14,15.4,2022-04-20,2021-10-22,Site Web,Client Existant - Extension,
OPP00002965,2965,ACC000301,Commande 2965,Closed Won,10369.18,100.0,2024-02-28,2023-09-25,Email,Client Existant - Reduction,
OPP00002966,2966,ACC000235,Commande 2966,Analyse,40683.67,50.8,2021-11-05,2021-06-02,Email,Nouveau Client,18
OPP00002967,2967,ACC000530,Commande 2967,Analyse,54452.47,33.9,2024-09-17,2024-02-03,Recommandation,Client Existant - Renouvellement,62
OPP00002968,2968,ACC000213,Commande 2968,Analyse,70500.44,74.3,2023-11-28,2023-07-17,Partenaire,Client Existant - Renouvellement,85
OPP00002969,2969,ACC000251,Commande 2969,Closed Won,59716.59,100.0,2023-12-29,2023-04-20,Recommandation,Client Existant - Extension,
OPP00002970,2970,ACC000946,Commande 2970,Qualification,92308.03,54.0,2022-11-05,2021-11-05,Salon du Livre,Nouveau Client,
OPP00002971,2971,ACC000940,Commande 2971,Closed Won,87741.5,100.0,2022-07-17,2022-05-08,Demarchage,Nouveau Client,30
OPP00002972,2972,ACC000379,Commande 2972,Closed Won,38415.86,100.0,2022-11-13,2022-01-21,Partenaire,Client Existant - Renouvellement,
OPP00002973,2973,ACC000971,Commande 2973,Proposition,28041.68,45.5,2021-07-31,2021-06-20,Email,Client Existant - Renouvellement,4
OPP00002974,2974,ACC000675,Commande 2974,Closed Won,59055.68,100.0,2023-01-15,2022-04-20,Site Web,Nouveau Client,2
OPP00002975,2975,ACC000328,Commande 2975,Analyse,75236.97,41.4,2023-09-19,2023-01-15,Salon du Livre,Client Existant - Reduction,73
OPP00002976,2976,ACC000543,Commande 2976,Qualification,90704.2,46.4,2024-10-22,2024-03-22,Reseaux Sociaux,Client Existant - Renouvellement,35
OPP00002977,2977,ACC000289,Commande 2977,Closed Won,47091.59,100.0,2023-07-29,2022-10-26,Email,Client Existant - Reduction,90
OPP00002978,2978,ACC000839,Commande 2978,Proposition,27215.88,60.1,2024-11-19,2024-07-24,Site Web,Client Existant - Renouvellement,
OPP00002979,2979,ACC000108,Commande 2979,Closed Won,56445.84,100.0,2025-03-02,2024-04-14,Recommandation,Client Existant - Reduction,
OPP00002980,2980,ACC000756,Commande 2980,Negociation,81900.21,62.0,2022-08-24,2022-02-27,Salon du Livre,Client Existant - Renouvellement,42
OPP00002981,2981,ACC000257,Commande 2981,Negociation,2188.7,22.7,2022-06-20,2022-01-06,Email,Client Existant - Reduction,34
OPP00002982,2982,ACC000275,Commande 2982,Qualification,65281.04,16.5,2022-07-12,2021-08-04,Partenaire,Nouveau Client,37
OPP00002983,2983,ACC000452,Commande 2983,Proposition,40011.73,67.2,2025-02-08,2024-04-18,Site Web,Client Existant - Extension,49
OPP00002984,2984,ACC000450,Commande 2984,Negociation,64475.49,46.6,2024-01-19,2023-11-28,Partenaire,Client Existant - Extension,
OPP00002985,2985,ACC000309,Commande 2985,Closed Won,84932.31,100.0,2024-09-10,2024-06-30,Demarchage,Nouveau Client,27
OPP00002986,2986,ACC000853,Commande 2986,Analyse,51146.84,23.2,2022-05-06,2021-11-02,Salon du Livre,Nouveau Client,67
OPP00002987,2987,ACC000372,Commande 2987,Proposition,54581.93,21.2,2024-06-30,2023-07-06,Reseaux Sociaux,Client Existant - Extension,50
OPP00002988,2988,ACC000972,Commande 2988,Proposition,18295.96,37.3,2023-11-28,2022-12-11,Demarchage,Nouveau Client,
OPP00002989,2989,ACC000319,Commande 2989,Proposition,30485.12,14.2,2022-01-10,2021-09-04,Recommandation,Nouveau Client,86
OPP00002990,2990,ACC000762,Commande 2990,Closed Won,50920.86,100.0,2022-12-19,2022-09-07,Partenaire,Nouveau Client,
OPP00002991,2991,ACC000820,Commande 2991,Closed Won,40296.69,100.0,2024-09-18,2024-03-01,Email,Client Existant - Renouvellement,
OPP00002992,2992,ACC000443,Commande 2992,Closed Won,30443.43,100.0,2022-02-15,2021-07-28,Reseaux Sociaux,Nouveau Client,88
OPP00002993,2993,ACC000094,Commande 2993,Closed Won,90213.54,100.0,2025-02-14,2024-08-24,Partenaire,Client Existant - Renouvellement,4
OPP00002994,2994,ACC000751,Commande 2994,Analyse,10282.8,49.1,2024-09-09,2023-10-14,Demarchage,Client Existant - Extension,
OPP00002995,2995,ACC000458,Commande 2995,Qualification,60208.06,13.8,2023-02-11,2022-07-29,Recommandation,Client Existant - Reduction,60
OPP00002996,2996,ACC000181,Commande 2996,Negociation,6538.6,38.8,2025-08-02,2024-09-01,Recommandation,Client Existant - Extension,40
OPP00002997,2997,ACC000496,Commande 2997,Negociation,12217.14,50.2,2021-12-29,2021-07-03,Demarchage,Client Existant - Extension,
OPP00002998,2998,ACC000046,Commande 2998,Analyse,64611.17,30.1,2022-04-08,2021-11-20,Reseaux Sociaux,Client Existant - Renouvellement,14
OPP00002999,2999,ACC000597,Commande 2999,Closed Won,9653.37,100.0,2022-12-02,2022-08-01,Site Web,Client Existant - Extension,
OPP00003000,3000,ACC000409,Commande 3000,Closed Won,48945.75,100.0,2024-10-04,2023-12-03,Partenaire,Client Existant - Extension,11
OPP00003001,3001,ACC000917,Commande 3001,Proposition,76280.24,64.1,2021-11-18,2021-08-12,Recommandation,Client Existant - Extension,8
OPP00003002,3002,ACC000118,Commande 3002,Closed Won,22726.18,100.0,2023-12-26,2023-04-29,Recommandation,Client Existant - Extension,29
OPP00003003,3003,ACC000965,Commande 3003,Closed Won,13953.49,100.0,2024-08-18,2023-10-22,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00003004,3004,ACC000046,Commande 3004,Qualification,61935.44,24.4,2024-06-01,2023-08-25,Email,Client Existant - Extension,
OPP00003005,3005,ACC000014,Commande 3005,Closed Won,36602.94,100.0,2022-08-28,2021-10-19,Email,Client Existant - Reduction,39
OPP00003006,3006,ACC000090,Commande 3006,Qualification,4490.37,22.9,2022-06-28,2021-11-08,Email,Client Existant - Extension,34
OPP00003007,3007,ACC000710,Commande 3007,Closed Won,32734.91,100.0,2024-11-28,2024-09-02,Recommandation,Client Existant - Reduction,61
OPP00003008,3008,ACC000289,Commande 3008,Closed Won,8954.5,100.0,2024-10-12,2024-08-19,Recommandation,Nouveau Client,94
OPP00003009,3009,ACC000748,Commande 3009,Closed Won,13165.17,100.0,2022-06-23,2021-12-16,Partenaire,Client Existant - Reduction,52
OPP00003010,3010,ACC000902,Commande 3010,Closed Won,65096.37,100.0,2024-03-02,2023-03-08,Recommandation,Nouveau Client,59
OPP00003011,3011,ACC000173,Commande 3011,Proposition,14216.14,37.3,2023-08-10,2023-01-09,Demarchage,Client Existant - Renouvellement,
OPP00003012,3012,ACC000799,Commande 3012,Qualification,3260.04,37.2,2023-02-08,2023-01-09,Salon du Livre,Client Existant - Reduction,30
OPP00003013,3013,ACC000119,Commande 3013,Analyse,46571.96,30.3,2024-04-04,2023-08-30,Email,Client Existant - Reduction,
OPP00003014,3014,ACC000567,Commande 3014,Analyse,17196.74,67.6,2023-06-26,2023-04-22,Email,Client Existant - Renouvellement,82
OPP00003015,3015,ACC000421,Commande 3015,Qualification,85791.06,20.8,2024-02-19,2023-07-24,Recommandation,Client Existant - Reduction,
OPP00003016,3016,ACC000071,Commande 3016,Analyse,63527.21,30.6,2023-11-13,2023-03-02,Salon du Livre,Client Existant - Extension,17
OPP00003017,3017,ACC000374,Commande 3017,Proposition,46418.43,32.0,2023-04-18,2022-08-29,Demarchage,Client Existant - Renouvellement,
OPP00003018,3018,ACC000163,Commande 3018,Closed Won,88717.03,100.0,2023-03-13,2022-05-14,Salon du Livre,Client Existant - Extension,36
OPP00003019,3019,ACC000917,Commande 3019,Negociation,33452.35,52.2,2023-06-22,2023-03-29,Demarchage,Client Existant - Extension,
OPP00003020,3020,ACC000163,Commande 3020,Negociation,8798.48,18.7,2022-05-04,2021-11-22,Salon du Livre,Client Existant - Extension,78
OPP00003021,3021,ACC000388,Commande 3021,Qualification,90935.95,37.2,2023-11-23,2023-10-13,Recommandation,Client Existant - Renouvellement,
OPP00003022,3022,ACC000297,Commande 3022,Proposition,67861.84,42.8,2023-10-14,2023-08-07,Demarchage,Client Existant - Reduction,
OPP00003023,3023,ACC000533,Commande 3023,Closed Won,20937.43,100.0,2022-12-11,2022-05-31,Demarchage,Client Existant - Extension,
OPP00003024,3024,ACC000064,Commande 3024,Closed Won,98124.1,100.0,2023-04-26,2022-05-01,Email,Nouveau Client,
OPP00003025,3025,ACC000709,Commande 3025,Closed Won,30778.54,100.0,2022-12-01,2022-09-19,Email,Client Existant - Reduction,
OPP00003026,3026,ACC000571,Commande 3026,Negociation,88194.72,37.3,2023-06-18,2023-01-09,Partenaire,Nouveau Client,
OPP00003027,3027,ACC000129,Commande 3027,Negociation,7450.19,49.6,2024-06-15,2023-06-26,Site Web,Nouveau Client,31
OPP00003028,3028,ACC000616,Commande 3028,Proposition,86587.67,53.9,2025-04-12,2024-06-30,Site Web,Client Existant - Renouvellement,29
OPP00003029,3029,ACC000359,Commande 3029,Closed Won,21907.6,100.0,2023-01-26,2022-10-10,Recommandation,Client Existant - Extension,42
OPP00003030,3030,ACC000277,Commande 3030,Closed Won,40137.62,100.0,2023-03-16,2022-07-18,Email,Client Existant - Reduction,19
OPP00003031,3031,ACC000120,Commande 3031,Qualification,57812.11,52.2,2022-06-22,2021-08-25,Recommandation,Client Existant - Renouvellement,9
OPP00003032,3032,ACC000389,Commande 3032,Closed Won,58026.1,100.0,2024-01-26,2023-03-10,Site Web,Nouveau Client,
OPP00003033,3033,ACC000873,Commande 3033,Negociation,74806.51,14.8,2025-01-11,2024-09-08,Demarchage,Client Existant - Extension,36
OPP00003034,3034,ACC000083,Commande 3034,Proposition,14696.09,33.2,2024-01-16,2023-10-28,Salon du Livre,Client Existant - Extension,86
OPP00003035,3035,ACC000350,Commande 3035,Negociation,26042.9,36.5,2022-12-27,2022-09-11,Demarchage,Client Existant - Reduction,
OPP00003036,3036,ACC000033,Commande 3036,Proposition,63262.2,53.1,2024-06-24,2023-07-26,Email,Client Existant - Renouvellement,
OPP00003037,3037,ACC000577,Commande 3037,Analyse,42996.58,33.1,2022-06-25,2022-02-01,Reseaux Sociaux,Client Existant - Reduction,
OPP00003038,3038,ACC000287,Commande 3038,Qualification,3787.88,74.4,2024-06-10,2024-02-25,Demarchage,Client Existant - Reduction,59
OPP00003039,3039,ACC000424,Commande 3039,Closed Won,30134.89,100.0,2025-02-11,2024-08-28,Salon du Livre,Client Existant - Reduction,
OPP00003040,3040,ACC000442,Commande 3040,Negociation,10835.29,65.4,2024-10-02,2024-04-15,Site Web,Nouveau Client,75
OPP00003041,3041,ACC000757,Commande 3041,Proposition,41067.06,49.1,2022-04-10,2022-01-20,Demarchage,Client Existant - Reduction,44
OPP00003042,3042,ACC000700,Commande 3042,Closed Won,11710.3,100.0,2022-07-08,2022-03-17,Salon du Livre,Nouveau Client,18
OPP00003043,3043,ACC000436,Commande 3043,Closed Won,29989.56,100.0,2024-08-19,2023-09-21,Partenaire,Client Existant - Extension,82
OPP00003044,3044,ACC000693,Commande 3044,Proposition,21900.33,36.7,2024-07-14,2023-09-07,Demarchage,Client Existant - Renouvellement,81
OPP00003045,3045,ACC000676,Commande 3045,Analyse,73798.95,21.7,2023-10-07,2023-08-08,Partenaire,Client Existant - Reduction,26
OPP00003046,3046,ACC000567,Commande 3046,Closed Won,52656.8,100.0,2023-03-09,2023-01-27,Reseaux Sociaux,Client Existant - Extension,
OPP00003047,3047,ACC000776,Commande 3047,Closed Won,75870.01,100.0,2022-02-03,2021-12-01,Partenaire,Client Existant - Renouvellement,
OPP00003048,3048,ACC000411,Commande 3048,Qualification,74916.89,45.3,2024-02-25,2024-01-18,Email,Client Existant - Reduction,66
OPP00003049,3049,ACC000211,Commande 3049,Proposition,44078.97,74.5,2023-05-26,2022-10-15,Demarchage,Client Existant - Extension,91
OPP00003050,3050,ACC000244,Commande 3050,Closed Won,74612.87,100.0,2023-07-29,2022-12-02,Reseaux Sociaux,Client Existant - Extension,
OPP00003051,3051,ACC000482,Commande 3051,Closed Won,25631.1,100.0,2022-01-25,2021-07-28,Partenaire,Client Existant - Extension,79
OPP00003052,3052,ACC000347,Commande 3052,Closed Won,61394.75,100.0,2024-08-15,2023-10-06,Salon du Livre,Client Existant - Reduction,
OPP00003053,3053,ACC000724,Commande 3053,Qualification,47385.78,23.2,2024-01-14,2023-04-02,Partenaire,Client Existant - Renouvellement,51
OPP00003054,3054,ACC000446,Commande 3054,Qualification,99147.5,26.5,2024-02-04,2023-08-13,Recommandation,Client Existant - Reduction,78
OPP00003055,3055,ACC000152,Commande 3055,Proposition,10306.37,31.6,2024-05-19,2023-07-03,Email,Nouveau Client,
OPP00003056,3056,ACC000604,Commande 3056,Closed Won,71973.16,100.0,2022-05-07,2022-02-06,Salon du Livre,Nouveau Client,1
OPP00003057,3057,ACC000332,Commande 3057,Closed Won,56712.2,100.0,2024-12-23,2024-09-04,Site Web,Client Existant - Extension,31
OPP00003058,3058,ACC000600,Commande 3058,Analyse,42841.6,50.6,2023-04-27,2022-06-02,Salon du Livre,Nouveau Client,76
OPP00003059,3059,ACC000827,Commande 3059,Closed Won,49390.07,100.0,2023-12-30,2023-06-05,Site Web,Client Existant - Renouvellement,91
OPP00003060,3060,ACC000415,Commande 3060,Closed Won,24029.92,100.0,2024-02-24,2023-10-15,Recommandation,Client Existant - Extension,
OPP00003061,3061,ACC000841,Commande 3061,Proposition,55263.47,51.0,2023-03-31,2023-02-14,Salon du Livre,Client Existant - Extension,79
OPP00003062,3062,ACC000113,Commande 3062,Closed Won,85133.68,100.0,2022-01-11,2021-10-07,Email,Client Existant - Renouvellement,77
OPP00003063,3063,ACC000207,Commande 3063,Closed Won,44349.87,100.0,2023-08-02,2023-01-05,Salon du Livre,Client Existant - Extension,32
OPP00003064,3064,ACC000146,Commande 3064,Closed Won,49666.51,100.0,2024-03-12,2023-11-23,Site Web,Nouveau Client,
OPP00003065,3065,ACC000733,Commande 3065,Qualification,16731.3,51.9,2025-02-27,2024-08-25,Demarchage,Nouveau Client,72
OPP00003066,3066,ACC000112,Commande 3066,Closed Won,41001.53,100.0,2022-07-24,2021-12-14,Reseaux Sociaux,Client Existant - Reduction,44
OPP00003067,3067,ACC000723,Commande 3067,Closed Won,60399.91,100.0,2025-03-30,2024-05-20,Demarchage,Client Existant - Renouvellement,7
OPP00003068,3068,ACC000144,Commande 3068,Analyse,28435.68,67.8,2024-04-05,2023-10-27,Partenaire,Client Existant - Reduction,6
OPP00003069,3069,ACC000045,Commande 3069,Proposition,63865.98,17.3,2023-06-02,2022-09-15,Partenaire,Client Existant - Renouvellement,2
OPP00003070,3070,ACC000188,Commande 3070,Negociation,64183.23,55.6,2022-06-21,2022-02-02,Site Web,Client Existant - Extension,
OPP00003071,3071,ACC000173,Commande 3071,Closed Won,11982.29,100.0,2021-12-27,2021-11-15,Site Web,Client Existant - Reduction,68
OPP00003072,3072,ACC000797,Commande 3072,Analyse,45751.09,33.4,2022-11-20,2022-02-16,Salon du Livre,Client Existant - Extension,
OPP00003073,3073,ACC000956,Commande 3073,Closed Won,98546.06,100.0,2024-09-06,2024-07-14,Salon du Livre,Nouveau Client,7
OPP00003074,3074,ACC000398,Commande 3074,Proposition,41316.99,41.9,2024-07-17,2023-09-03,Site Web,Client Existant - Renouvellement,93
OPP00003075,3075,ACC000103,Commande 3075,Proposition,69550.72,23.2,2022-11-15,2022-09-26,Recommandation,Nouveau Client,42
OPP00003076,3076,ACC000588,Commande 3076,Qualification,52394.45,59.7,2022-07-13,2021-11-30,Recommandation,Client Existant - Renouvellement,
OPP00003077,3077,ACC000441,Commande 3077,Closed Won,34462.96,100.0,2022-02-28,2021-06-06,Email,Client Existant - Reduction,92
OPP00003078,3078,ACC000137,Commande 3078,Qualification,59536.28,45.1,2023-10-18,2022-12-05,Recommandation,Client Existant - Extension,
OPP00003079,3079,ACC000597,Commande 3079,Closed Won,6629.32,100.0,2022-07-16,2022-04-02,Email,Client Existant - Renouvellement,
OPP00003080,3080,ACC000303,Commande 3080,Closed Won,39926.22,100.0,2024-07-09,2023-08-19,Email,Client Existant - Extension,74
OPP00003081,3081,ACC000820,Commande 3081,Closed Won,25368.02,100.0,2022-07-01,2021-07-20,Email,Client Existant - Renouvellement,16
OPP00003082,3082,ACC000014,Commande 3082,Qualification,86160.42,30.0,2023-04-02,2023-01-08,Site Web,Client Existant - Reduction,
OPP00003083,3083,ACC000696,Commande 3083,Closed Won,95085.8,100.0,2024-08-03,2024-05-11,Recommandation,Client Existant - Reduction,7
OPP00003084,3084,ACC000109,Commande 3084,Closed Won,64780.72,100.0,2024-09-21,2024-05-17,Email,Client Existant - Extension,33
OPP00003085,3085,ACC000133,Commande 3085,Qualification,87909.53,58.7,2023-12-03,2023-04-30,Partenaire,Client Existant - Reduction,7
OPP00003086,3086,ACC000399,Commande 3086,Closed Won,70729.51,100.0,2023-04-15,2022-09-17,Demarchage,Client Existant - Extension,58
OPP00003087,3087,ACC000216,Commande 3087,Negociation,79866.84,73.6,2023-09-24,2023-06-07,Salon du Livre,Client Existant - Extension,26
OPP00003088,3088,ACC000161,Commande 3088,Analyse,42605.0,24.8,2025-02-21,2024-07-05,Reseaux Sociaux,Client Existant - Extension,49
OPP00003089,3089,ACC000726,Commande 3089,Closed Won,96274.33,100.0,2023-07-17,2023-03-26,Partenaire,Nouveau Client,30
OPP00003090,3090,ACC000663,Commande 3090,Closed Won,14220.74,100.0,2023-02-23,2022-11-26,Site Web,Client Existant - Extension,
OPP00003091,3091,ACC000539,Commande 3091,Negociation,94670.37,47.2,2024-08-20,2024-05-15,Site Web,Nouveau Client,94
OPP00003092,3092,ACC000938,Commande 3092,Analyse,80658.1,31.1,2023-03-05,2022-06-11,Email,Client Existant - Extension,38
OPP00003093,3093,ACC000506,Commande 3093,Qualification,36406.23,46.3,2022-01-03,2021-07-04,Recommandation,Nouveau Client,
OPP00003094,3094,ACC000063,Commande 3094,Closed Won,91598.22,100.0,2022-07-06,2022-03-31,Reseaux Sociaux,Nouveau Client,68
OPP00003095,3095,ACC000164,Commande 3095,Analyse,50560.35,58.0,2022-04-18,2021-12-16,Demarchage,Client Existant - Renouvellement,
OPP00003096,3096,ACC000327,Commande 3096,Closed Won,59577.59,100.0,2023-07-26,2022-08-20,Partenaire,Client Existant - Extension,6
OPP00003097,3097,ACC000933,Commande 3097,Closed Won,41620.18,100.0,2024-03-16,2023-12-20,Email,Client Existant - Reduction,36
OPP00003098,3098,ACC000486,Commande 3098,Analyse,12954.07,48.2,2023-03-31,2022-12-10,Reseaux Sociaux,Nouveau Client,12
OPP00003099,3099,ACC000417,Commande 3099,Proposition,27934.36,11.4,2022-03-02,2021-12-29,Recommandation,Client Existant - Extension,15
